difficulty,proficiency_group,submission_rank,delta_seconds,next_status
C,G6,6,479,WA
C,G6,8,8339,AC
C,G6,2,,Abandon
C,G6,1,1208,RE
D,G6,1,,Abandon
C,G6,1,850,TLE
C,G6,2,891,TLE
C,G6,3,1805,AC
D,G6,3,,Abandon
C,G6,1,4937,WA
C,G6,1,1009,TLE
C,G6,2,1174,TLE
C,G6,3,2774,WA
C,G6,1,169,TLE
C,G6,2,,Abandon
C,G6,2,159,TLE
C,G6,3,118,TLE
C,G6,4,332,WA
C,G6,7,614,TLE
C,G6,8,5645,AC
D,G6,5,44798,TLE
D,G6,6,1570,TLE
D,G6,7,7715,TLE
D,G6,8,825,TLE
D,G6,9,1157,AC
D,G6,1,1000,TLE
D,G6,2,,Abandon
C,G6,1,333,WA
D,G6,1,1656,WA
D,G6,3,659,TLE
D,G6,4,397,TLE
D,G6,5,123,TLE
D,G6,6,284,TLE
D,G6,7,286,TLE
D,G6,8,169,AC
D,G6,3,,Abandon
D,G6,1,174,TLE
D,G6,2,18758,TLE
D,G6,3,1370,WA
F,G6,1,,Abandon
C,G6,1,326,AC
E,G6,2,115,WA
E,G6,1,,Abandon
E,G6,1,903,TLE
E,G6,2,,Abandon
C,G5,2,53,TLE
C,G5,3,278,RE
C,G5,5,38,TLE
C,G5,6,286,RE
E,G5,3,55,WA
D,G5,7,285,WA
F,G5,3,447,TLE
F,G5,4,32,TLE
F,G5,5,,Abandon
C,G4,1,993,AC
D,G4,1,,Abandon
D,G4,1,163,TLE
D,G4,2,1178,TLE
D,G4,3,83,TLE
D,G4,4,695,AC
C,G4,1,580932,WA
E,G6,1,191,TLE
E,G6,2,191,RE
F,G6,1,529,TLE
F,G6,2,161564,RE
F,G6,4,26,TLE
F,G6,5,64,TLE
F,G6,6,122,TLE
F,G6,7,97,RE
F,G6,15,62,TLE
F,G6,16,170,TLE
F,G6,17,46,TLE
F,G6,18,102,TLE
F,G6,19,59,TLE
F,G6,20,105,TLE
F,G6,21,156,WA
F,G6,23,131,AC
F,G6,25,,Abandon
D,G6,1,434,AC
B,G6,3,22,TLE
B,G6,4,60,WA
B,G6,3,172,RE
F,G6,1,265,WA
F,G6,3,970,RE
D,G6,1,2130,AC
D,G6,1,7326,WA
F,G6,4,5002,WA
E,G6,1,4670,WA
D,G6,3,637,TLE
D,G6,4,97,TLE
D,G6,5,477,TLE
D,G6,6,556,TLE
D,G6,7,271,AC
D,G6,1,10232106,WA
E,G6,14,32,WA
F,G6,7,707,TLE
F,G6,8,111,WA
D,G6,1,79,WA
D,G6,8,56,TLE
D,G6,9,52703,WA
D,G6,11,180,TLE
D,G6,12,345,AC
D,G6,1,307,WA
D,G6,3,1872,AC
E,G6,3,344,AC
E,G6,5,126,TLE
E,G6,6,446,TLE
E,G6,7,1086,TLE
E,G6,8,,Abandon
D,G6,1,1693,RE
C,G6,2,3690,WA
E,G6,1,3310,AC
E,G6,1,1598,TLE
E,G6,2,75,WA
E,G6,4,847,AC
C,G6,8,164,TLE
C,G6,9,643,TLE
C,G6,10,128,AC
D,G6,1,1493,WA
C,G6,1,473,TLE
C,G6,2,130,TLE
C,G6,3,33211481,AC
C,G6,1,734,TLE
C,G6,2,333,AC
D,G6,1,233,WA
D,G6,3,87,WA
C,G6,7,478,AC
D,G6,4,457,AC
D,G6,1,1265,AC
D,G6,4,196,TLE
D,G6,5,151,AC
B,G6,1,547,AC
C,G6,2,316,WA
C,G6,5,72348,WA
C,G6,2,182,AC
C,G6,1,392,WA
C,G6,9,472,AC
E,G4,1,534148,WA
D,G6,2,,Abandon
E,G6,1,707,RE
E,G6,3,54,TLE
E,G6,4,70,AC
F,G6,1,,Abandon
D,G6,1,173,AC
F,G6,1,272,TLE
F,G6,2,650,RE
D,G6,1,225,WA
F,G6,2,783,WA
F,G6,4,410,TLE
F,G6,5,571,AC
E,G6,1,607,AC
D,G6,1,24608,RE
E,G6,1,919,TLE
E,G6,2,,Abandon
E,G6,1,91,TLE
E,G6,2,396620,TLE
E,G6,3,930,AC
F,G6,1,355847,WA
C,G6,1,249,AC
D,G4,1,,Abandon
D,G4,1,,Abandon
D,G4,1,235,TLE
D,G4,2,1077,TLE
D,G4,3,,Abandon
C,G4,2,514,AC
D,G4,1,246,TLE
D,G4,2,899,TLE
D,G4,3,,Abandon
D,G4,1,,Abandon
C,G4,1,1094,RE
D,G4,1,291,AC
C,G4,1,255,TLE
C,G4,2,264,WA
D,G4,1,3135,TLE
D,G4,2,,Abandon
D,G4,1,146,TLE
D,G4,2,3897,WA
C,G4,2,686,RE
C,G4,2,1586,TLE
C,G4,3,739,RE
C,G4,5,4151,RE
C,G4,1,1660,TLE
C,G4,2,31972526,WA
C,G4,1,895,WA
C,G4,3,31975152,WA
C,G4,1,264,TLE
C,G4,2,2387,WA
B,G4,1,,Abandon
E,G6,1,853,AC
D,G6,1,,Abandon
E,G6,1,941,AC
D,G6,1,385,TLE
D,G6,2,,Abandon
D,G5,1,671,TLE
D,G5,2,201,TLE
D,G5,3,905,WA
E,G5,9,11248,AC
D,G5,9,360,WA
C,G5,3,1553,RE
D,G5,1,812,WA
C,G5,1,408,WA
D,G5,5,301,AC
D,G5,1,44028,AC
D,G5,8,758,TLE
D,G5,9,13634,AC
B,G5,1,534,AC
D,G5,1,499,AC
D,G5,5,250,TLE
D,G5,6,512,AC
D,G5,1,,Abandon
D,G5,1,2215,TLE
D,G5,2,1339,WA
D,G5,5,838,AC
C,G5,4,8972,CE
C,G5,9,890,AC
B,G5,1,8061,WA
B,G5,1,889,AC
E,G5,2,15488,AC
D,G5,1,252,AC
C,G5,3,6536,AC
C,G5,2,12970,TLE
C,G5,3,1394,AC
D,G5,3,15650,RE
C,G5,1,29501,RE
C,G5,1,996,AC
C,G5,1,73965,AC
C,G5,8,985,WA
C,G5,18,1225,WA
C,G5,3,477,AC
C,G5,1,34783,AC
C,G5,1,10590,AC
D,G5,1,13264,AC
D,G5,3,1447,AC
C,G5,4,1007,AC
B,G5,1,340,TLE
B,G5,2,29057,AC
C,G5,1,1851,RE
C,G5,1,11859,TLE
C,G5,2,859,TLE
C,G5,3,3476,TLE
C,G5,4,2484,AC
C,G5,1,66545,AC
D,G5,1,197,TLE
D,G5,2,61132,WA
C,G5,1,1446,CE
C,G5,3,1896,TLE
C,G5,4,242255,AC
C,G5,6,7288,AC
C,G5,1,126,WA
C,G5,3,9628,WA
C,G5,2,135,TLE
C,G5,3,162,TLE
C,G5,4,228,TLE
C,G5,5,246,WA
D,G5,2,449,AC
D,G5,1,254,TLE
D,G5,2,267,TLE
D,G5,3,52734,TLE
D,G5,4,669,TLE
D,G5,5,986,AC
D,G5,7,528,AC
B,G5,1,281,AC
C,G5,16,1169,WA
C,G5,4,366,AC
C,G5,6,367,TLE
C,G5,7,1441,AC
C,G5,1,2157,RE
B,G5,1,837,TLE
B,G5,2,918,WA
C,G5,2,36479,AC
C,G5,5,324,AC
C,G5,1,153,WA
C,G5,3,214,TLE
C,G5,4,172,AC
B,G5,2,440,AC
B,G5,5,188,AC
B,G5,2,125,TLE
B,G5,3,779,CE
D,G3,2,68,RE
D,G3,5,,Abandon
B,G3,1,80,WA
B,G3,3,315,AC
F,G6,2,145,AC
C,G6,2,460,WA
D,G6,4,90,WA
D,G6,1,2936,TLE
D,G6,2,2239,WA
D,G6,1,910,TLE
D,G6,2,535,AC
F,G6,1,490,AC
C,G6,6,718,WA
D,G6,3,2375,CE
D,G6,6,4774,AC
E,G6,3,,Abandon
C,G3,1,,Abandon
C,G3,1,,Abandon
B,G3,1,345,AC
C,G3,1,758,TLE
C,G3,2,194,AC
A,G4,3,81,AC
D,G5,1,141,TLE
D,G5,2,295,AC
C,G5,1,625,AC
E,G3,2,,Abandon
C,G3,1,263,TLE
C,G3,2,345,TLE
C,G3,3,187,WA
C,G3,1,895,RE
C,G3,1,593,TLE
C,G3,2,202,AC
B,G2,1,769,AC
D,G5,1,321,TLE
D,G5,2,7397,AC
D,G5,1,256,TLE
D,G5,2,693,TLE
D,G5,3,,Abandon
D,G5,5,257,TLE
D,G5,6,51311,TLE
D,G5,7,1684,AC
D,G5,1,293,TLE
D,G5,2,923,AC
C,G5,1,436,TLE
C,G5,2,251,AC
C,G5,3,287,WA
C,G5,1,419,TLE
C,G5,2,396,AC
D,G3,1,,Abandon
C,G3,5,401,CE
C,G3,8,,Abandon
B,G3,1,372,AC
D,G3,1,,Abandon
F,G6,3,2632,WA
C,G6,1,607,AC
C,G4,2,626,TLE
C,G4,3,666,WA
C,G4,5,,Abandon
D,G4,1,53261,WA
C,G5,1,573,AC
F,G4,1,3317,TLE
F,G4,2,,Abandon
F,G6,1,2895,WA
F,G6,2,222,AC
A,G3,4,,Abandon
B,G3,1,176,TLE
B,G3,2,263,TLE
B,G3,3,151,AC
C,G3,5,2454,WA
E,G3,1,443,WA
E,G3,3,159,TLE
E,G3,4,,Abandon
B,G3,1,179,TLE
B,G3,2,119,CE
E,G6,1,480,AC
C,G6,1,531,WA
D,G3,1,167,WA
D,G3,1,862,TLE
D,G3,2,1516,TLE
D,G3,3,901,TLE
D,G3,4,,Abandon
B,G3,1,415,TLE
B,G3,2,221,WA
C,G3,2,104,TLE
C,G3,3,725,TLE
C,G3,4,571,WA
E,G6,1,1340,WA
D,G6,1,389,AC
D,G6,1,973,WA
E,G6,1,,Abandon
B,G6,4,933,WA
D,G6,1,,Abandon
E,G6,1,737,TLE
E,G6,2,,Abandon
C,G6,1,2325,AC
D,G6,1,611,WA
D,G6,1,1058,WA
E,G6,4,469,AC
E,G6,1,3496,TLE
E,G6,2,174,AC
C,G4,1,1765,TLE
C,G4,2,1037,AC
C,G2,1,75,TLE
C,G2,2,,Abandon
B,G2,2,1237,RE
B,G2,1,508,AC
D,G5,1,1654,WA
B,G5,1,385,WA
D,G5,2,370,CE
D,G5,5,80,TLE
D,G5,6,54077,TLE
D,G5,7,195,WA
C,G3,1,266,TLE
C,G3,2,615,WA
C,G3,4,573,TLE
C,G3,5,382,TLE
C,G3,6,,Abandon
B,G3,1,,Abandon
D,G4,3,,Abandon
D,G6,1,251,TLE
D,G6,2,686,WA
B,G2,5,332,TLE
B,G2,6,301,WA
A,G2,3,111,TLE
A,G2,4,461,AC
D,G5,1,201,WA
D,G5,1,1105,AC
E,G5,1,232,AC
D,G5,10,23,TLE
D,G5,11,53,TLE
D,G5,12,10,TLE
D,G5,13,574,WA
B,G5,2,340,AC
D,G5,4,673,TLE
D,G5,5,78,TLE
D,G5,6,671,TLE
D,G5,7,,Abandon
D,G5,1,4177,WA
D,G5,8,4752,WA
D,G5,1,1081,RE
D,G5,1,501,TLE
D,G5,2,1996,TLE
D,G5,3,16347,TLE
D,G5,4,440,AC
D,G5,2,664,WA
D,G5,3,921,WA
C,G6,1,340,AC
F,G6,1,85,AC
D,G6,1,277,WA
E,G6,1,176,AC
C,G3,3,,Abandon
C,G3,2,452,AC
C,G3,4,54,AC
D,G6,1,3452,WA
C,G6,3,535,WA
C,G6,5,,Abandon
C,G6,1,23,WA
D,G6,1,292,RE
D,G6,3,639,TLE
D,G6,4,50,TLE
D,G6,5,115,TLE
D,G6,6,141,AC
E,G6,2,62,TLE
E,G6,3,2040,WA
E,G6,1,374,TLE
E,G6,2,1844,TLE
E,G6,3,529,AC
E,G6,4,,Abandon
C,G3,1,197,TLE
C,G3,2,2415,WA
E,G6,1,585,WA
E,G6,4,123,AC
E,G6,6,58,AC
D,G6,1,2028,AC
F,G6,1,661,AC
D,G6,1,2326,TLE
D,G6,2,554,AC
D,G6,3,126,TLE
D,G6,4,23,TLE
D,G6,5,14612,AC
A,G6,2,16532888,AC
F,G6,1,70860,AC
E,G6,12,754,WA
F,G6,3,53,WA
D,G6,1,12854976,AC
C,G6,3,3990,AC
C,G6,5,473,AC
D,G6,14,100,WA
D,G6,16,85,TLE
D,G6,17,2774,AC
D,G6,1,1222,AC
D,G6,7,1902,AC
C,G6,1,88,AC
D,G6,1,143,WA
D,G6,4,188,TLE
D,G6,5,237,WA
D,G6,7,708,TLE
D,G6,8,401,TLE
D,G6,9,274,AC
C,G6,1,729,TLE
C,G6,2,154,AC
D,G6,1,,Abandon
D,G6,2,85,TLE
D,G6,3,101,TLE
D,G6,4,82,AC
C,G6,4,80,AC
B,G6,1,183,AC
D,G5,1,395,RE
C,G5,1,273,WA
C,G5,5,304,TLE
C,G5,6,255,TLE
C,G5,7,100,TLE
C,G5,8,160630,AC
D,G5,1,,Abandon
C,G5,14,180,CE
C,G5,2,243,AC
B,G5,1,800,AC
D,G6,1,1441,TLE
D,G6,2,,Abandon
E,G6,1,98,TLE
E,G6,2,632,AC
D,G6,2,341,TLE
D,G6,3,978,AC
D,G6,1,230,AC
B,G3,1,,Abandon
E,G4,1,3113,WA
D,G4,1,2935,RE
C,G4,1,422,RE
D,G3,1,,Abandon
D,G3,2,359,TLE
D,G3,3,2194,TLE
D,G3,4,301,TLE
D,G3,5,,Abandon
D,G3,1,184,TLE
D,G3,2,,Abandon
D,G3,1,3226,WA
D,G3,3,69,WA
D,G3,6,60,TLE
D,G3,7,,Abandon
C,G3,1,996,RE
C,G3,4,1283,RE
C,G3,6,159,AC
D,G3,1,1853,RE
D,G3,3,117,TLE
D,G3,4,263,TLE
D,G3,5,,Abandon
D,G3,1,416,WA
E,G6,3,188,AC
D,G6,1,490,WA
D,G6,3,345,AC
C,G6,1,328,TLE
C,G6,2,257,AC
D,G6,1,340,TLE
D,G6,2,471,AC
E,G6,1,18286,AC
D,G6,1,298,CE
D,G6,3,355,RE
D,G6,5,2538,TLE
D,G6,6,327,TLE
D,G6,7,1300,AC
E,G6,1,31794939,AC
D,G6,2,589,AC
C,G6,1,1034,AC
D,G6,1,356,AC
C,G6,1,91684,AC
C,G6,1,6646494,AC
D,G6,1,,Abandon
C,G6,1,9329,AC
C,G6,1,7215,AC
C,G6,1,855,TLE
C,G6,2,292,AC
D,G6,1,,Abandon
C,G6,1,381,AC
C,G6,1,502,AC
C,G6,1,223,AC
D,G6,1,349,TLE
D,G6,2,1061,TLE
D,G6,3,2289,AC
E,G6,3,804,WA
B,G6,1,189,AC
E,G6,7,208,TLE
E,G6,8,149,TLE
E,G6,9,972,WA
E,G6,4,35,WA
F,G6,2,3854,CE
E,G6,1,270,TLE
E,G6,2,287,TLE
E,G6,3,692,CE
E,G6,6,102,TLE
E,G6,7,469,TLE
E,G6,8,733,TLE
E,G6,9,423,TLE
E,G6,10,54515,AC
E,G6,2,187,TLE
E,G6,3,577,TLE
E,G6,4,376,TLE
E,G6,5,632,TLE
E,G6,6,15818,TLE
E,G6,7,52711,WA
E,G6,9,30523659,CE
F,G6,6,429,CE
E,G6,1,435,TLE
E,G6,2,598,CE
E,G6,4,4377210,CE
C,G6,1,366,AC
B,G6,1,3875,CE
E,G6,6,476,AC
D,G6,2,363,TLE
D,G6,3,171,TLE
D,G6,4,121,TLE
D,G6,5,159,TLE
D,G6,6,1385,CE
D,G6,2,310,TLE
D,G6,3,7899991,CE
D,G6,5,222,AC
C,G6,2,11929177,WA
D,G6,3,7479176,WA
D,G6,8,352,TLE
D,G6,9,266,WA
A,G6,8,30571175,AC
C,G6,2,2576,CE
C,G6,1,121,AC
C,G6,2,1259,CE
C,G6,1,365,TLE
C,G6,2,,Abandon
C,G5,1,,Abandon
D,G5,1,276437,AC
C,G5,1,223,AC
D,G4,1,143,TLE
D,G4,2,126,TLE
D,G4,3,1635,TLE
D,G4,4,158,TLE
D,G4,5,5360,AC
C,G3,1,300,TLE
C,G3,2,556,WA
C,G3,1,,Abandon
E,G6,1,513,WA
D,G5,1,392,TLE
D,G5,2,,Abandon
C,G5,3,,Abandon
D,G5,2,,Abandon
C,G5,1,291,WA
D,G4,2,206,AC
D,G5,1,473,TLE
D,G5,2,2090,AC
D,G5,1,162,TLE
D,G5,2,,Abandon
D,G5,6,1135,AC
D,G5,1,2398,TLE
D,G5,2,1404,AC
D,G5,2,943,AC
C,G5,1,4156,WA
C,G5,1,225,AC
C,G5,1,519,AC
C,G5,1,193,AC
D,G5,1,687,TLE
D,G5,2,1671,WA
B,G5,1,684,AC
B,G5,3,272,AC
B,G2,1,244,AC
C,G2,1,,Abandon
E,G5,1,634,TLE
E,G5,2,,Abandon
C,G5,1,279,TLE
C,G5,2,853,AC
D,G5,1,2532,AC
C,G5,1,201,TLE
C,G5,2,240,AC
D,G5,1,1797,TLE
D,G5,2,3445,AC
C,G5,1,1288,TLE
C,G5,2,214,TLE
C,G5,3,97,AC
D,G5,1,155,RE
D,G5,3,178,TLE
D,G5,4,3170,WA
D,G5,6,147,TLE
D,G5,7,370,TLE
D,G5,8,468,AC
C,G5,8,265,AC
D,G4,1,,Abandon
D,G4,1,497,RE
D,G4,1,,Abandon
F,G4,1,227,RE
F,G4,3,786,RE
F,G4,10,,Abandon
D,G4,1,217,AC
B,G4,1,184,WA
C,G4,1,3498,AC
D,G4,1,552,TLE
D,G4,2,120,TLE
D,G4,3,640,AC
D,G4,1,1773,WA
D,G4,3,687,TLE
D,G4,4,72549,TLE
D,G4,5,,Abandon
F,G6,1,156,AC
E,G6,1,124,WA
E,G6,1,1283,WA
E,G6,3,589,TLE
E,G6,4,492,TLE
E,G6,5,509,TLE
E,G6,6,,Abandon
D,G6,2,,Abandon
F,G6,2,1337,AC
E,G6,1,,Abandon
D,G6,1,335,WA
E,G6,1,1778,TLE
E,G6,2,61637,WA
C,G6,1,837,TLE
C,G6,2,61,TLE
C,G6,3,494,WA
C,G6,7,1141,TLE
C,G6,8,2504,WA
C,G6,10,35081,WA
D,G6,1,204,AC
D,G6,1,18146331,AC
C,G6,1,24957183,AC
B,G6,1,368,WA
D,G5,1,380,WA
D,G5,3,,Abandon
C,G5,5,200,AC
B,G4,1,263,RE
C,G4,5,254,TLE
C,G4,6,827,AC
D,G4,1,766,AC
C,G4,1,617,TLE
C,G4,2,452,AC
C,G3,1,1528,WA
C,G3,2,,Abandon
C,G3,1,,Abandon
D,G4,1,743,WA
C,G4,1,265,AC
E,G4,1,405,TLE
E,G4,2,834,WA
D,G4,1,1529,WA
D,G4,1,414,TLE
D,G4,2,1618,TLE
D,G4,3,1307,AC
E,G4,2,705,TLE
E,G4,3,194,TLE
E,G4,4,,Abandon
C,G4,1,611,TLE
C,G4,2,740,TLE
C,G4,3,,Abandon
C,G4,1,379,AC
D,G4,2,222,TLE
D,G4,3,372,RE
D,G4,5,134,WA
D,G4,7,710,AC
D,G4,1,3482,WA
D,G5,1,2166,AC
D,G5,1,578,TLE
D,G5,2,768,TLE
D,G5,3,460,TLE
D,G5,4,148,TLE
D,G5,5,455,CE
D,G5,7,825,RE
C,G5,3,835,AC
D,G5,1,1175,WA
B,G5,1,35,AC
C,G5,2,82,AC
D,G5,2,392,TLE
D,G5,3,496,WA
D,G5,6,996,TLE
D,G5,7,1197,AC
B,G5,2,236,AC
C,G5,11,1233,WA
B,G5,2,21,AC
B,G5,1,20,TLE
B,G5,2,40,WA
C,G5,2,43,AC
C,G5,5,63,TLE
C,G5,6,180,TLE
C,G5,7,175,WA
B,G5,5,28,AC
A,G5,4,,Abandon
B,G5,1,3623109,RE
C,G4,1,690,AC
C,G4,1,1909,AC
C,G4,1,870,RE
C,G4,3,974,RE
C,G4,1,721,AC
D,G6,2,4007,WA
D,G6,1,252,AC
D,G6,9,541,WA
D,G6,17,,Abandon
D,G6,2,22,AC
D,G6,4,25,AC
D,G6,1,593,TLE
D,G6,2,59,AC
E,G6,1,27,TLE
E,G6,2,1161,AC
D,G6,2,72,WA
D,G6,8,784,TLE
D,G6,9,61,WA
D,G6,11,187,AC
D,G6,1,282,TLE
D,G6,2,1561,TLE
D,G6,3,533,RE
D,G6,10,667,AC
D,G6,3,63,AC
D,G6,1,232,AC
E,G6,1,15640091,WA
D,G6,3,125,TLE
D,G6,4,2670,AC
D,G6,1,,Abandon
E,G6,1,464,TLE
E,G6,2,428,WA
E,G6,4,3639,TLE
E,G6,5,140,WA
D,G6,1,368,AC
E,G6,1,27,AC
C,G6,1,396,AC
E,G6,2,100,AC
E,G6,4,100,TLE
E,G6,5,26,TLE
E,G6,6,37,AC
E,G6,10,39,TLE
E,G6,11,34,TLE
E,G6,12,33,AC
D,G6,1,13554913,AC
D,G6,1,73,TLE
D,G6,2,1324,RE
B,G6,1,120,WA
C,G6,1,165,TLE
C,G6,2,469,RE
E,G6,3,45,AC
D,G6,1,1073,TLE
D,G6,2,667,TLE
D,G6,3,1322,TLE
D,G6,4,2490,AC
D,G6,10,237,RE
D,G6,14,268,RE
D,G6,21,360,TLE
D,G6,22,42,AC
E,G6,2,2170,TLE
E,G6,3,146,TLE
E,G6,4,750,WA
E,G6,6,159,WA
C,G6,1,1013,RE
C,G6,1,342,TLE
C,G6,2,98,TLE
C,G6,3,299,AC
D,G6,3,774,WA
D,G4,3,647,WA
B,G4,1,236,WA
D,G4,1,,Abandon
C,G4,1,682,AC
E,G4,1,,Abandon
D,G4,1,,Abandon
C,G2,1,,Abandon
D,G4,1,46,AC
D,G5,1,178,TLE
D,G5,2,1189,TLE
D,G5,3,,Abandon
D,G4,1,1145,CE
D,G5,2,996,AC
E,G5,1,1132,TLE
E,G5,2,,Abandon
C,G5,1,423,AC
C,G5,1,453,TLE
C,G5,2,674,WA
C,G5,4,1653,AC
D,G5,1,6864,AC
D,G5,1,,Abandon
B,G5,1,,Abandon
D,G4,1,337,AC
D,G4,1,345,TLE
D,G4,2,443,TLE
D,G4,3,67,TLE
D,G4,4,43,TLE
D,G4,5,72,TLE
D,G4,6,81,TLE
D,G4,7,120,TLE
D,G4,8,42,TLE
D,G4,9,133,TLE
D,G4,10,92,TLE
D,G4,11,44,TLE
D,G4,12,56,TLE
D,G4,13,53,TLE
D,G4,14,23,AC
D,G6,1,1084,AC
E,G6,1,288,TLE
E,G6,2,101,CE
D,G6,1,326,TLE
D,G6,2,729,TLE
D,G6,3,1504,TLE
D,G6,4,834,WA
C,G6,1,138,TLE
C,G6,2,54,AC
E,G6,1,361871,AC
D,G6,1,2573,TLE
D,G6,2,4222288,AC
D,G6,1,330,TLE
D,G6,2,206,WA
D,G6,5,5589,AC
D,G6,1,191,AC
E,G6,4,565,AC
F,G6,1,4897,AC
E,G6,1,243,TLE
E,G6,2,251,TLE
E,G6,3,142,TLE
E,G6,4,255,TLE
E,G6,5,13477523,TLE
E,G6,6,5765,TLE
E,G6,7,387,AC
E,G6,9,337,TLE
E,G6,10,894,AC
C,G6,1,321564,AC
C,G6,3,1469211,TLE
C,G6,4,2669701,AC
D,G6,4,251,WA
E,G6,1,279,WA
E,G6,3,483,WA
E,G6,5,804,AC
D,G6,1,295,AC
D,G6,1,7479258,TLE
D,G6,2,5458708,AC
C,G6,1,1556,WA
D,G6,1,236,TLE
D,G6,2,463,TLE
D,G6,3,42035,AC
E,G6,2,425,TLE
E,G6,3,503,TLE
E,G6,4,1121,TLE
E,G6,5,869,TLE
E,G6,6,599,TLE
E,G6,7,88016,AC
D,G6,9,126,AC
E,G6,1,1087,WA
E,G6,4,28342517,WA
C,G6,1,546,TLE
C,G6,2,1475,TLE
C,G6,3,672,WA
C,G6,5,392,WA
C,G6,7,94,TLE
C,G6,8,132228,TLE
C,G6,9,3603,WA
D,G6,1,924,TLE
D,G6,2,27187233,AC
D,G6,1,24682279,AC
C,G6,1,712,RE
D,G6,1,1003,WA
E,G6,1,178,TLE
E,G6,2,462,TLE
E,G6,3,56,TLE
E,G6,4,1109,WA
E,G6,5,120,AC
C,G6,1,725,AC
C,G6,1,455,TLE
C,G6,2,1194,TLE
C,G6,3,100,WA
C,G6,9,468,RE
C,G6,12,1292225,TLE
C,G6,13,134,TLE
C,G6,14,130,WA
C,G6,16,177,AC
D,G6,1,1101,TLE
D,G6,2,272,TLE
D,G6,3,104,AC
D,G6,7,130,AC
D,G6,2,954,TLE
D,G6,3,164,WA
D,G6,6,1913,WA
C,G6,1,1197428,TLE
C,G6,2,505357,AC
C,G6,1,1006,TLE
C,G6,2,3993574,AC
D,G6,5,3540655,TLE
D,G6,6,8777,TLE
D,G6,7,1191,AC
C,G6,1,553,TLE
C,G6,2,383722,WA
C,G6,6,4211614,AC
C,G6,1,715,TLE
C,G6,2,16398208,AC
D,G6,1,,Abandon
D,G6,1,3064,AC
B,G6,3,42,AC
C,G6,1,80,TLE
C,G6,2,274,AC
C,G6,1,598,AC
C,G6,1,637,TLE
C,G6,2,558,TLE
C,G6,3,312,WA
C,G6,5,596,AC
C,G6,1,956,TLE
C,G6,2,657,TLE
C,G6,3,604,AC
B,G6,1,156,AC
B,G6,1,222,TLE
B,G6,2,399,AC
D,G4,1,334,TLE
D,G4,2,276,TLE
D,G4,3,518,AC
C,G4,2,185,TLE
C,G4,3,296,RE
C,G4,5,,Abandon
D,G4,1,,Abandon
C,G4,6,298,AC
D,G4,2,495,TLE
D,G4,3,395,WA
C,G4,1,804,WA
C,G3,1,221,WA
C,G3,3,421,WA
F,G6,4,113,AC
C,G6,1,68,AC
D,G6,3,3095,AC
E,G6,1,3781,RE
E,G6,1,287,TLE
E,G6,2,155849,WA
D,G6,2,805,WA
E,G6,3,111,AC
F,G6,1,362,TLE
F,G6,2,275,WA
F,G6,4,31,AC
F,G6,7,214693,WA
E,G6,4,106507,WA
E,G6,12,306,AC
D,G6,2,630,TLE
D,G6,3,653,TLE
D,G6,4,86582,AC
D,G6,20,233,TLE
D,G6,21,119,TLE
D,G6,22,139,WA
D,G6,28,298,AC
E,G6,1,354400,WA
D,G6,1,512,WA
E,G6,3,12722,AC
E,G6,1,983,TLE
E,G6,2,59,TLE
E,G6,3,39,WA
E,G6,6,1909,AC
D,G6,1,210,AC
C,G6,1,4285,TLE
C,G6,2,1520,TLE
C,G6,3,174,TLE
C,G6,4,63061,WA
D,G6,1,1201,WA
D,G6,3,1012,AC
D,G6,5,603,AC
C,G6,1,281,WA
E,G6,2,1849,RE
D,G6,2,935,TLE
D,G6,3,369,TLE
D,G6,4,56075,RE
C,G6,4,3069,TLE
C,G6,5,14078006,CE
C,G6,8,1500,AC
C,G6,3,153450,CE
C,G6,1,989,TLE
C,G6,2,283,TLE
C,G6,3,418,WA
C,G6,5,922,AC
D,G6,5,104,AC
D,G6,1,4095,WA
D,G6,4,1559,AC
D,G6,1,141438,AC
C,G6,1,146,AC
C,G6,2,842,AC
D,G6,1,10553085,AC
D,G6,3,504,AC
D,G6,2,136,TLE
D,G6,3,8868,AC
D,G6,6,653,AC
D,G6,1,608,WA
E,G5,1,700,TLE
E,G5,2,6618,AC
E,G4,2,129,TLE
E,G4,3,2567,TLE
E,G4,4,152,WA
D,G3,3,105,TLE
D,G3,4,189,TLE
D,G3,5,,Abandon
C,G3,1,,Abandon
B,G3,1,94,AC
C,G2,4,,Abandon
E,G4,1,21802,WA
C,G4,1,750,AC
C,G4,1,5943,AC
C,G4,1,41,TLE
C,G4,2,,Abandon
D,G4,1,1163,TLE
D,G4,2,1579,AC
D,G6,2,265,AC
C,G5,1,2681,AC
A,G2,2,62,CE
E,G5,1,160,WA
E,G5,4,36,TLE
E,G5,5,180,TLE
E,G5,6,63,TLE
E,G5,7,,Abandon
D,G5,2,,Abandon
D,G5,1,2032,AC
E,G5,1,173,TLE
E,G5,2,527,TLE
E,G5,3,16,TLE
E,G5,4,459,TLE
E,G5,5,,Abandon
D,G5,4,,Abandon
C,G5,1,298,TLE
C,G5,2,718,AC
D,G5,1,1325,TLE
D,G5,2,469,TLE
D,G5,3,22,TLE
D,G5,4,1470,TLE
D,G5,5,73,TLE
D,G5,6,852,TLE
D,G5,7,212,TLE
D,G5,8,124,TLE
D,G5,9,,Abandon
C,G5,1,541,AC
C,G5,3,15,AC
C,G5,1,82471,WA
C,G5,1,671,AC
D,G5,1,61213,AC
